function,address,source_file,category,context,tags,attributes
FUN_000356b4,0x000356b4,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cbb8,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""1""}"
FUN_00035800,0x00035800,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cba8,,"{""degree"": ""3"", ""in"": ""3"", ""out"": ""0"", ""size"": ""4""}"
FUN_00035914,0x00035914,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cba8,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""1""}"
FUN_00035984,0x00035984,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0000edc8,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""1""}"
FUN_00035cc0,0x00035cc0,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_000402e0,,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1792""}"
FUN_00035cc0,0x35cc0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if ((*(uint *)(unaff_s2 + 0x50) & 0x20000) == 0) {`"", ""Line"": ""134""}"
FUN_00035cc0,0x35cc0,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_00035cc0,0x35cc0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""8""}"
FUN_00035cc0,0x35cc0,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""step_scale,toggles""}"
FUN_00035cc0,0x35cc0,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""32"", ""Source"": ""`sVar1 = FUN_00022e5c((int)*(short *)(param_1 + 0x24),(int)*(short *)(param_1 + 0x28));`""}"
FUN_00036620,0x00036620,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_00021974,,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""4""}"
FUN_0003665c,0x0003665c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_00021c64,,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""1""}"
FUN_000366c8,0x000366c8,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""4""}"
FUN_00036754,0x00036754,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cbb8,,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""1""}"
FUN_00036900,0x00036900,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_00036900,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""268""}"
FUN_00036c34,0x36c34,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`iVar12 = *(int *)(iVar12 + 0x58)) {`"", ""Line"": ""60""}"
FUN_00036c34,0x36c34,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_00036c34,0x36c34,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00036c34,0x36c34,vertical_block_map.md,vertical,Vertical Block Map (iVar8 + offsets) / FUN_00036c34 (0x36c34),,"{""source"": ""heading""}"
FUN_00036f34,0x00036f34,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cbb8,,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""1""}"
FUN_00037054,0x37054,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""14"", ""Source"": ""`setCopControlWord(2,0x1800,*(undefined4 *)(param_1 + 0x24));`""}"
FUN_00037114,0x37114,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""25"", ""Source"": ""`setCopControlWord(2,0x1800,*(undefined4 *)(param_1 + 0x24));`""}"
FUN_00037114,0x37114,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`piVar1 = (int *)(((int)*(short *)(param_1 + *(short *)(*(int *)(param_1 + 0x1a8) + 0x88) * 2 +`"", ""Line"": ""20""}"
FUN_000377f0,0x377f0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037824,0x37824,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037824,0x37824,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00037888,0x37888,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037c10,0x37c10,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037c44,0x37c44,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037c44,0x37c44,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00037c98,0x37c98,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037d1c,0x37d1c,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""45"", ""Offset"": ""0x24"", ""ValueExpr"": ""`(undefined2)local_38`""}"
FUN_00037d1c,0x37d1c,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""45"", ""Source"": ""`*(undefined2 *)(param_1 + 0x24) = (undefined2)local_38;`""}"
FUN_00037e2c,0x37e2c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037e60,0x37e60,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037e60,0x37e60,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00037f34,0x37f34,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00037f88,0x37f88,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00038180,0x00038180,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001f340,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""1""}"
FUN_000382e0,0x382e0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00038414,0x00038414,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_00021b4c,,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""1""}"
FUN_000384ac,0x384ac,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000384e0,0x384e0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000384e0,0x384e0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_000385b8,0x385b8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003860c,0x3860c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00038674,0x00038674,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_000219ac,,"{""degree"": ""5"", ""in"": ""5"", ""out"": ""0"", ""size"": ""4""}"
FUN_00038748,0x38748,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00038fc4,0x38fc4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000390c8,0x390c8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_000390c8,0x390c8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""51"", ""Source"": ""`psVar3 = (short *)(param_1 + 0x24);`""}"
FUN_000395a4,0x395a4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000395d8,0x395d8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00039660,0x39660,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00039844,0x39844,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00039878,0x39878,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00039878,0x39878,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_000398c8,0x398c8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003991c,0x3991c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00039a34,0x00039a34,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cbb8,,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""4""}"
FUN_00039b90,0x39b90,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00039dac,0x39dac,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""write"", ""Code"": ""`*(undefined4 *)(param_1 + 0x520) = 0;`"", ""Line"": ""14""}"
FUN_00039dac,0x39dac,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_00039dac,0x39dac,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""3"", ""Families"": ""progress,toggles""}"
FUN_00039f30,0x39f30,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00039f6c,0x39f6c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003a014,0x3a014,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""67"", ""Offset"": ""0x24"", ""ValueExpr"": ""`(undefined2)local_38`""}"
FUN_0003a014,0x3a014,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""67"", ""Source"": ""`*(undefined2 *)(param_1 + 0x24) = (undefined2)local_38;`""}"
FUN_0003a25c,0x3a25c,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`puVar2 = (undefined4 *)(param_1 + 0x544);`"", ""Line"": ""19""}"
FUN_0003a25c,0x3a25c,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""progress,toggles""}"
FUN_0003a7d0,0x3a7d0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`iVar1 = *(int *)(param_1 + 0x520);`"", ""Line"": ""19""}"
FUN_0003a7d0,0x3a7d0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""progress""}"
FUN_0003ab54,0x3ab54,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""6""}"
FUN_0003ab54,0x3ab54,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""step_scale""}"
FUN_0003ae44,0x3ae44,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003aebc,0x3aebc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003aef0,0x3aef0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003af44,0x3af44,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003af44,0x3af44,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003b264,0x3b264,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if (((*(uint *)(iVar10 + 0x50) & 4) != 0) \\"", ""Line"": ""142""}"
FUN_0003b264,0x3b264,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0003b264,0x3b264,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_0003b878,0x3b878,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003b8ac,0x3b8ac,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003b8ac,0x3b8ac,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003b960,0x3b960,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003baf8,0x3baf8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003baf8,0x3baf8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""158"", ""Source"": ""`(int)(short)*(ushort *)(param_1 + 0x24) * (int)*(short *)(param_1 + 0x38)) *`""}"
FUN_0003c74c,0x3c74c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003c74c,0x3c74c,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""51"", ""Source"": ""`psVar3 = (short *)(param_1 + 0x24);`""}"
FUN_0003cc28,0x3cc28,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003cc28,0x3cc28,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003cdbc,0x3cdbc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003cdf0,0x3cdf0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""write"", ""Code"": ""`*(uint *)(*(int *)(param_1 + 0x71c) + 0x50) =`"", ""Line"": ""15""}"
FUN_0003cdf0,0x3cdf0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003cdf0,0x3cdf0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0003cee4,0x3cee4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(uint *)(iVar3 + 0x50) = *(uint *)(iVar3 + 0x50) & 0xffffffef;`"", ""Line"": ""45""}"
FUN_0003cee4,0x3cee4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0003cee4,0x3cee4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0003d0e8,0x3d0e8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(iVar6 + *(short *)(*(int *)(iVar6 + 4) + 0x58),*(undefined2 *)(iVar6 + 0xb8))`"", ""Line"": ""45""}"
FUN_0003d0e8,0x3d0e8,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0003d0e8,0x3d0e8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""progress""}"
FUN_0003d44c,0x0003d44c,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""17"", ""in"": ""17"", ""out"": ""0"", ""size"": ""604""}"
FUN_0003d6a8,0x3d6a8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_0003d920,0x0003d920,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""2"", ""in"": ""2"", ""out"": ""0"", ""size"": ""100""}"
FUN_0003d920,0x3d920,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003d984,0x3d984,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003dd3c,0x3dd3c,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""write"", ""Code"": ""`*(uint *)(param_1 + 0x50) = *(uint *)(param_1 + 0x50) \\"", ""Line"": ""47""}"
FUN_0003dd3c,0x3dd3c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003dd3c,0x3dd3c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0003df28,0x3df28,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(uint *)(iVar8 + 0x50) = *(uint *)(iVar8 + 0x50) & 0xffffffef;`"", ""Line"": ""55""}"
FUN_0003df28,0x3df28,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0003df28,0x3df28,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0003df28,0x3df28,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""225"", ""Source"": ""`setCopControlWord(2,0x1800,*(undefined4 *)(param_1 + 0x24));`""}"
FUN_0003e494,0x0003e494,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""5"", ""in"": ""5"", ""out"": ""0"", ""size"": ""32""}"
FUN_0003e494,0x3e494,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0003e4b4,0x0003e4b4,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""8"", ""in"": ""8"", ""out"": ""0"", ""size"": ""148""}"
FUN_0003e4b4,0x3e4b4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0003e810,0x3e810,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(uint *)(iVar3 + 0x50) = *(uint *)(iVar3 + 0x50) \\"", ""Line"": ""16""}"
FUN_0003e810,0x3e810,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003e810,0x3e810,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003e810,0x3e810,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""26"", ""Source"": ""`setCopControlWord(2,0x1800,*(undefined4 *)(param_1 + 0x24));`""}"
FUN_0003e838,0x0003e838,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""404""}"
FUN_0003e838,0x3e838,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(uint *)(in_v1 + 0x50) = in_v0 \\"", ""Line"": ""19""}"
FUN_0003e838,0x3e838,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003e838,0x3e838,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0003e9cc,0x0003e9cc,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""116""}"
FUN_0003ea40,0x3ea40,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""67"", ""Offset"": ""0x24"", ""ValueExpr"": ""`(undefined2)local_38`""}"
FUN_0003ea40,0x3ea40,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""67"", ""Source"": ""`*(undefined2 *)(param_1 + 0x24) = (undefined2)local_38;`""}"
FUN_0003f1dc,0x0003f1dc,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_0003f1dc,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""336""}"
FUN_0003f1dc,0x3f1dc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`((uVar3 == 0x57 \\"", ""Line"": ""21""}"
FUN_0003f1dc,0x3f1dc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003f1dc,0x3f1dc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0003f408,0x0003f408,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Top hubs (degree-ranked),,"{""degree"": ""1"", ""in"": ""1"", ""out"": ""0"", ""size"": ""172""}"
FUN_0003f408,0x3f408,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0003fbb0,0x3fbb0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined4 *)(_DAT_8011a3dc + 0x58) = 0;`"", ""Line"": ""179""}"
FUN_0003fbb0,0x3fbb0,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0003fbb0,0x3fbb0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0003fbb0,0x3fbb0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""progress""}"
