crate_index,crate_label,slot,value_a,value_b,toy_present,toy_w00,toy_w01,toy_w02,toy_w03,toy_w04,toy_w05,vehicle_present,vehicle_w00,vehicle_w01,vehicle_w02,vehicle_w03,vehicle_w04,vehicle_w05,vehicle_w06,vehicle_w07,vehicle_w08,vehicle_w09,vehicle_w10,vehicle_w11,value_a_crossref_total,value_a_crossref_tables,value_a_domain,value_a_domain_hint,value_a_kind,value_a_slot_context,value_b_crossref_total,value_b_crossref_tables,value_b_domain,value_b_domain_hint,value_b_kind,value_b_slot_context,weapon_matches,weapon_index,weapon_match_kind,weapon_upgrade_id,weapon_projectile_index,weapon_range_a,weapon_range_b,weapon_cooldown,weapon_camera_kick,weapon_resource0,weapon_resource1,weapon_resource2,weapon_resource3,weapon_resource4,projectile_index,projectile_archetype_id,projectile_damage,projectile_burst_count,projectile_collision_mask,projectile_velocity_x,projectile_velocity_y,projectile_velocity_z,projectile_fuse_frames,projectile_spawn_interval,projectile_resource_a,projectile_resource_b,projectile_resource_c
1,PLAINS_AREA,3,40,114,1,2,0,15,0,37,0,0,,,,,,,,,,,,,139,ATTITUDE.BIN:44; STATICS.BIN:34; BUDDIES.BIN:16; WEAPONS.BIN:14; VEHICLES.BIN:12; PROJECTILES.BIN:9,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:3 | 1:PLAINS_AREA:3 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 34:INDEX_34:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,9,ACTION.BIN:3; STATICS.BIN:3; WEAPONS.BIN:2; PERCEPT.BIN:1,engine,Core state machines,value_a+value_b,0:PARK_AREA:3 | 14:ALL_HEAVY_WEAPONS_1:1 | 1:PLAINS_AREA:3 | 22:FLYING_4:0 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,2,1,primary,115,0,243,1,25,21,256,2048,1870,550,126,0,15,0,1,3,0,0,0,10,1,65535,0,10
1,PLAINS_AREA,3,40,114,1,2,0,15,0,37,0,0,,,,,,,,,,,,,139,ATTITUDE.BIN:44; STATICS.BIN:34; BUDDIES.BIN:16; WEAPONS.BIN:14; VEHICLES.BIN:12; PROJECTILES.BIN:9,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:3 | 1:PLAINS_AREA:3 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 34:INDEX_34:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,9,ACTION.BIN:3; STATICS.BIN:3; WEAPONS.BIN:2; PERCEPT.BIN:1,engine,Core state machines,value_a+value_b,0:PARK_AREA:3 | 14:ALL_HEAVY_WEAPONS_1:1 | 1:PLAINS_AREA:3 | 22:FLYING_4:0 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,2,50,primary,115,15,243,1,35,63,256,2048,1870,550,126,15,182,20,1,1,0,3,-30,128,2560,0,0,184
1,PLAINS_AREA,4,30,106,1,3,0,0,0,0,0,0,,,,,,,,,,,,,165,BUDDIES.BIN:61; VEHICLES.BIN:34; STATICS.BIN:22; PROJECTILES.BIN:14; ATTITUDE.BIN:11; PERCEPT.BIN:11,ai,AI behaviour (libgte vectors),value_a+value_b,0:PARK_AREA:4 | 10:ALL_FLAME_WEAPONS:2 | 11:LIGHTNING_WEAPONS:2 | 12:ALL_GRENADES_1:2 | 13:ALL_GRENADES_2:2 | 14:ALL_HEAVY_WEAPONS_1:2 | 14:ALL_HEAVY_WEAPONS_1:4 | 14:ALL_HEAVY_WEAPONS_1:5 | 16:ALL_ROCKET_WEAPONS:2 | 18:ALL_SPECIAL_WEAPONS:2 | 19:FLYING_1:2 | 1:PLAINS_AREA:4 | 20:FLYING_2:2 | 22:FLYING_4:2 | 24:STEALTH_2:2 | 25:SPACE:2 | 27:INDEX_27:4 | 2:DESERT_AREA:4 | 30:INDEX_30:2 | 32:INDEX_32:4 | 33:INDEX_33:4 | 35:INDEX_35:4 | 36:INDEX_36:4 | 37:INDEX_37:4 | 38:INDEX_38:4 | 39:INDEX_39:4 | 3:WOODS_AREA:2 | 40:INDEX_40:4 | 4:ICE_AREA:2 | 4:ICE_AREA:4 | 6:JUNGLE_AREA:4 | 8:INDEX_08:4,10,WEAPONS.BIN:5; ACTION.BIN:3; PROJECTILES.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_a+value_b,0:PARK_AREA:4 | 10:ALL_FLAME_WEAPONS:2 | 11:LIGHTNING_WEAPONS:2 | 12:ALL_GRENADES_1:2 | 13:ALL_GRENADES_2:2 | 14:ALL_HEAVY_WEAPONS_1:2 | 14:ALL_HEAVY_WEAPONS_1:4 | 16:ALL_ROCKET_WEAPONS:2 | 18:ALL_SPECIAL_WEAPONS:2 | 19:FLYING_1:2 | 1:PLAINS_AREA:4 | 20:FLYING_2:2 | 22:FLYING_4:2 | 22:FLYING_4:4 | 24:STEALTH_2:2 | 25:SPACE:2 | 27:INDEX_27:4 | 2:DESERT_AREA:4 | 30:INDEX_30:2 | 32:INDEX_32:4 | 33:INDEX_33:4 | 35:INDEX_35:4 | 36:INDEX_36:4 | 37:INDEX_37:4 | 38:INDEX_38:4 | 39:INDEX_39:4 | 3:WOODS_AREA:2 | 40:INDEX_40:4 | 6:JUNGLE_AREA:4 | 8:INDEX_08:4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PLAINS_AREA,5,2,3,1,1,0,0,0,24,0,1,1,0,30,0,65535,65535,65535,65535,4915,0,2730,0,1062,PERCEPT.BIN:375; ACTION.BIN:203; VEHICLES.BIN:139; ATTITUDE.BIN:82; STATICS.BIN:71; PROJECTILES.BIN:64,ai,AI behaviour (libgte vectors),value_a+value_b,0:PARK_AREA:5 | 1:PLAINS_AREA:5 | 32:INDEX_32:5 | 33:INDEX_33:5 | 34:INDEX_34:5 | 35:INDEX_35:5 | 36:INDEX_36:5 | 37:INDEX_37:5 | 38:INDEX_38:5 | 39:INDEX_39:5 | 40:INDEX_40:5 | 4:ICE_AREA:5,542,PERCEPT.BIN:249; ACTION.BIN:94; STATICS.BIN:55; VEHICLES.BIN:32; WEAPONS.BIN:29; ATTITUDE.BIN:26,ai,AI behaviour (libgte vectors),value_a+value_b,0:PARK_AREA:5 | 1:PLAINS_AREA:5 | 27:INDEX_27:5 | 2:DESERT_AREA:5 | 33:INDEX_33:5 | 35:INDEX_35:5 | 36:INDEX_36:5 | 37:INDEX_37:5 | 38:INDEX_38:5 | 39:INDEX_39:5 | 40:INDEX_40:5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DESERT_AREA,0,38,112,1,2,0,1,0,59,0,0,,,,,,,,,,,,,25,PERCEPT.BIN:11; TOYS.BIN:4; ACTION.BIN:2; ATTITUDE.BIN:2; PROJECTILES.BIN:2; WEAPONS.BIN:2,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:0 | 1:PLAINS_AREA:0 | 27:INDEX_27:0 | 2:DESERT_AREA:0 | 32:INDEX_32:0 | 33:INDEX_33:0 | 34:INDEX_34:0 | 35:INDEX_35:0 | 36:INDEX_36:0 | 37:INDEX_37:0 | 38:INDEX_38:0 | 39:INDEX_39:0 | 40:INDEX_40:0,18,STATICS.BIN:8; VEHICLES.BIN:6; ACTION.BIN:3; WEAPONS.BIN:1,render,Rendering & geometry (libgpu/libgte),value_b,0:PARK_AREA:0 | 1:PLAINS_AREA:0 | 27:INDEX_27:0 | 2:DESERT_AREA:0 | 32:INDEX_32:0 | 33:INDEX_33:0 | 34:INDEX_34:0 | 35:INDEX_35:0 | 36:INDEX_36:0 | 37:INDEX_37:0 | 38:INDEX_38:0 | 39:INDEX_39:0 | 40:INDEX_40:0,1,0,primary,113,81,243,1,6,10,256,1792,1320,550,76,81,6,4,2,1,7,7,7,1,1,6,2,1
2,DESERT_AREA,1,39,113,1,2,0,2,0,45,0,0,,,,,,,,,,,,,44,BUDDIES.BIN:14; PERCEPT.BIN:12; VEHICLES.BIN:8; ACTION.BIN:3; TOYS.BIN:3; WEAPONS.BIN:3,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:1 | 1:PLAINS_AREA:1 | 27:INDEX_27:1 | 2:DESERT_AREA:1 | 32:INDEX_32:1 | 33:INDEX_33:1 | 35:INDEX_35:1 | 36:INDEX_36:1 | 37:INDEX_37:1 | 38:INDEX_38:1 | 39:INDEX_39:1 | 40:INDEX_40:1,6,ACTION.BIN:5; WEAPONS.BIN:1,engine,Core state machines,value_b,0:PARK_AREA:1 | 1:PLAINS_AREA:1 | 27:INDEX_27:1 | 2:DESERT_AREA:1 | 32:INDEX_32:1 | 33:INDEX_33:1 | 35:INDEX_35:1 | 36:INDEX_36:1 | 37:INDEX_37:1 | 38:INDEX_38:1 | 39:INDEX_39:1 | 40:INDEX_40:1,1,0,upgrade,113,81,243,1,6,10,256,1792,1320,550,76,81,6,4,2,1,7,7,7,1,1,6,2,1
2,DESERT_AREA,2,28,104,1,3,0,1,0,2,0,0,,,,,,,,,,,,,35,PERCEPT.BIN:17; WEAPONS.BIN:8; VEHICLES.BIN:4; ACTION.BIN:2; TOYS.BIN:2; BUDDIES.BIN:1,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:2 | 1:PLAINS_AREA:2 | 27:INDEX_27:2 | 2:DESERT_AREA:2 | 32:INDEX_32:2 | 33:INDEX_33:2 | 35:INDEX_35:2 | 36:INDEX_36:2 | 37:INDEX_37:2 | 38:INDEX_38:2 | 39:INDEX_39:2 | 40:INDEX_40:2 | 5:ORIENTAL_AREA:2 | 6:JUNGLE_AREA:2 | 7:MOON_AREA:2 | 8:INDEX_08:2 | 9:INDEX_09:2,28,BUDDIES.BIN:12; ACTION.BIN:7; PROJECTILES.BIN:7; PERCEPT.BIN:1; STATICS.BIN:1,ai,AI behaviour (libgte vectors),value_b,0:PARK_AREA:2 | 1:PLAINS_AREA:2 | 27:INDEX_27:2 | 2:DESERT_AREA:2 | 32:INDEX_32:2 | 33:INDEX_33:2 | 35:INDEX_35:2 | 36:INDEX_36:2 | 37:INDEX_37:2 | 38:INDEX_38:2 | 39:INDEX_39:2 | 40:INDEX_40:2 | 5:ORIENTAL_AREA:2 | 6:JUNGLE_AREA:2 | 7:MOON_AREA:2 | 8:INDEX_08:2 | 9:INDEX_09:2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DESERT_AREA,3,40,114,1,2,0,15,0,37,0,0,,,,,,,,,,,,,139,ATTITUDE.BIN:44; STATICS.BIN:34; BUDDIES.BIN:16; WEAPONS.BIN:14; VEHICLES.BIN:12; PROJECTILES.BIN:9,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:3 | 1:PLAINS_AREA:3 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 34:INDEX_34:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,9,ACTION.BIN:3; STATICS.BIN:3; WEAPONS.BIN:2; PERCEPT.BIN:1,engine,Core state machines,value_a+value_b,0:PARK_AREA:3 | 14:ALL_HEAVY_WEAPONS_1:1 | 1:PLAINS_AREA:3 | 22:FLYING_4:0 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,2,1,primary,115,0,243,1,25,21,256,2048,1870,550,126,0,15,0,1,3,0,0,0,10,1,65535,0,10
2,DESERT_AREA,3,40,114,1,2,0,15,0,37,0,0,,,,,,,,,,,,,139,ATTITUDE.BIN:44; STATICS.BIN:34; BUDDIES.BIN:16; WEAPONS.BIN:14; VEHICLES.BIN:12; PROJECTILES.BIN:9,ai,AI behaviour (libgte vectors),value_a,0:PARK_AREA:3 | 1:PLAINS_AREA:3 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 34:INDEX_34:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,9,ACTION.BIN:3; STATICS.BIN:3; WEAPONS.BIN:2; PERCEPT.BIN:1,engine,Core state machines,value_a+value_b,0:PARK_AREA:3 | 14:ALL_HEAVY_WEAPONS_1:1 | 1:PLAINS_AREA:3 | 22:FLYING_4:0 | 27:INDEX_27:3 | 2:DESERT_AREA:3 | 32:INDEX_32:3 | 33:INDEX_33:3 | 35:INDEX_35:3 | 36:INDEX_36:3 | 37:INDEX_37:3 | 38:INDEX_38:3 | 39:INDEX_39:3 | 40:INDEX_40:3 | 4:ICE_AREA:0,2,50,primary,115,15,243,1,35,63,256,2048,1870,550,126,15,182,20,1,1,0,3,-30,128,2560,0,0,184
2,DESERT_AREA,4,30,106,1,3,0,0,0,0,0,0,,,,,,,,,,,,,165,BUDDIES.BIN:61; VEHICLES.BIN:34; STATICS.BIN:22; PROJECTILES.BIN:14; ATTITUDE.BIN:11; PERCEPT.BIN:11,ai,AI behaviour (libgte vectors),value_a+value_b,0:PARK_AREA:4 | 10:ALL_FLAME_WEAPONS:2 | 11:LIGHTNING_WEAPONS:2 | 12:ALL_GRENADES_1:2 | 13:ALL_GRENADES_2:2 | 14:ALL_HEAVY_WEAPONS_1:2 | 14:ALL_HEAVY_WEAPONS_1:4 | 14:ALL_HEAVY_WEAPONS_1:5 | 16:ALL_ROCKET_WEAPONS:2 | 18:ALL_SPECIAL_WEAPONS:2 | 19:FLYING_1:2 | 1:PLAINS_AREA:4 | 20:FLYING_2:2 | 22:FLYING_4:2 | 24:STEALTH_2:2 | 25:SPACE:2 | 27:INDEX_27:4 | 2:DESERT_AREA:4 | 30:INDEX_30:2 | 32:INDEX_32:4 | 33:INDEX_33:4 | 35:INDEX_35:4 | 36:INDEX_36:4 | 37:INDEX_37:4 | 38:INDEX_38:4 | 39:INDEX_39:4 | 3:WOODS_AREA:2 | 40:INDEX_40:4 | 4:ICE_AREA:2 | 4:ICE_AREA:4 | 6:JUNGLE_AREA:4 | 8:INDEX_08:4,10,WEAPONS.BIN:5; ACTION.BIN:3; PROJECTILES.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_a+value_b,0:PARK_AREA:4 | 10:ALL_FLAME_WEAPONS:2 | 11:LIGHTNING_WEAPONS:2 | 12:ALL_GRENADES_1:2 | 13:ALL_GRENADES_2:2 | 14:ALL_HEAVY_WEAPONS_1:2 | 14:ALL_HEAVY_WEAPONS_1:4 | 16:ALL_ROCKET_WEAPONS:2 | 18:ALL_SPECIAL_WEAPONS:2 | 19:FLYING_1:2 | 1:PLAINS_AREA:4 | 20:FLYING_2:2 | 22:FLYING_4:2 | 22:FLYING_4:4 | 24:STEALTH_2:2 | 25:SPACE:2 | 27:INDEX_27:4 | 2:DESERT_AREA:4 | 30:INDEX_30:2 | 32:INDEX_32:4 | 33:INDEX_33:4 | 35:INDEX_35:4 | 36:INDEX_36:4 | 37:INDEX_37:4 | 38:INDEX_38:4 | 39:INDEX_39:4 | 3:WOODS_AREA:2 | 40:INDEX_40:4 | 6:JUNGLE_AREA:4 | 8:INDEX_08:4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DESERT_AREA,5,3,144,1,1,0,3,0,26,0,0,,,,,,,,,,,,,542,PERCEPT.BIN:249; ACTION.BIN:94; STATICS.BIN:55; VEHICLES.BIN:32; WEAPONS.BIN:29; ATTITUDE.BIN:26,ai,AI behaviour (libgte vectors),value_a+value_b,0:PARK_AREA:5 | 1:PLAINS_AREA:5 | 27:INDEX_27:5 | 2:DESERT_AREA:5 | 33:INDEX_33:5 | 35:INDEX_35:5 | 36:INDEX_36:5 | 37:INDEX_37:5 | 38:INDEX_38:5 | 39:INDEX_39:5 | 40:INDEX_40:5,23,PERCEPT.BIN:19; ACTION.BIN:3; WEAPONS.BIN:1,ai,AI behaviour (libgte vectors),value_a+value_b,27:INDEX_27:5 | 2:DESERT_AREA:5 | 3:WOODS_AREA:5 | 5:ORIENTAL_AREA:5 | 6:JUNGLE_AREA:5,1,11,primary,145,7,3,1,100,0,0,0,0,0,0,7,0,0,0,227,0,0,9,0,0,91,0,0
3,WOODS_AREA,0,37,115,1,2,0,4,0,55,0,0,,,,,,,,,,,,,28,PERCEPT.BIN:9; BUDDIES.BIN:8; TOYS.BIN:5; ACTION.BIN:4; WEAPONS.BIN:2,ai,AI behaviour (libgte vectors),value_a,34:INDEX_34:1 | 3:WOODS_AREA:0 | 5:ORIENTAL_AREA:0 | 6:JUNGLE_AREA:0,28,BUDDIES.BIN:10; ACTION.BIN:7; STATICS.BIN:7; WEAPONS.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1,ai,AI behaviour (libgte vectors),value_b,3:WOODS_AREA:0 | 5:ORIENTAL_AREA:0 | 6:JUNGLE_AREA:0,2,1,upgrade,115,0,243,1,25,21,256,2048,1870,550,126,0,15,0,1,3,0,0,0,10,1,65535,0,10
3,WOODS_AREA,0,37,115,1,2,0,4,0,55,0,0,,,,,,,,,,,,,28,PERCEPT.BIN:9; BUDDIES.BIN:8; TOYS.BIN:5; ACTION.BIN:4; WEAPONS.BIN:2,ai,AI behaviour (libgte vectors),value_a,34:INDEX_34:1 | 3:WOODS_AREA:0 | 5:ORIENTAL_AREA:0 | 6:JUNGLE_AREA:0,28,BUDDIES.BIN:10; ACTION.BIN:7; STATICS.BIN:7; WEAPONS.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1,ai,AI behaviour (libgte vectors),value_b,3:WOODS_AREA:0 | 5:ORIENTAL_AREA:0 | 6:JUNGLE_AREA:0,2,50,upgrade,115,15,243,1,35,63,256,2048,1870,550,126,15,182,20,1,1,0,3,-30,128,2560,0,0,184
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,2,primary,117,2,243,1,40,0,256,3584,0,550,60,2,0,15,20,896,1,52,1,240,65535,17,0,40
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,51,primary,117,49,243,1,50,0,256,3584,0,550,60,49,100,0,0,0,0,0,0,2,68,0,1,100
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,58,primary,117,50,243,1,45,0,256,3584,0,550,60,50,1,0,0,0,0,0,2,100,0,1,1,1
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,62,primary,117,59,243,1,45,0,256,3584,0,550,60,59,44,3072,7168,495,200,-1,0,65535,0,4096,0,0
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,63,primary,117,60,243,1,55,0,256,3584,0,550,60,60,1,0,0,0,-1,0,-1,13,0,0,0,0
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,67,primary,117,52,243,1,50,0,256,3584,0,550,60,52,75,0,0,0,2,64,0,0,1,0,240,76
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,68,primary,117,53,243,1,60,0,256,3584,0,550,60,53,2,0,0,1638,66,0,0,1,1,240,76,2
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,71,primary,117,57,243,1,55,0,256,3584,0,550,60,57,0,896,65506,3840,52,1,240,64,4,0,0,0
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,72,primary,117,58,243,1,65,0,256,3584,0,550,60,58,0,3840,896,0,0,240,64,4,65535,0,0,4
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,75,primary,117,54,243,1,50,0,256,3584,0,550,60,54,65535,0,1,3,0,0,1,75,1,65535,0,18
3,WOODS_AREA,1,48,116,1,2,0,5,0,58,0,0,,,,,,,,,,,,,37,WEAPONS.BIN:12; ACTION.BIN:7; PERCEPT.BIN:6; BUDDIES.BIN:3; PROJECTILES.BIN:3; TOYS.BIN:3,combat,Combat runtime (libgte/libgpu),value_a,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,16,WEAPONS.BIN:11; ACTION.BIN:2; ATTITUDE.BIN:1; PERCEPT.BIN:1; STATICS.BIN:1,combat,Combat runtime (libgte/libgpu),value_b,3:WOODS_AREA:1 | 5:ORIENTAL_AREA:1 | 6:JUNGLE_AREA:1,11,76,primary,117,55,243,1,55,0,256,3584,0,550,60,55,0,0,0,65506,0,1,0,0,400,0,18,0
