symbol,canonical_address_hex,observations,distinct_addresses,category_list,map_file_count,example_map_file
_balls_data_obj,0x80067520,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_data_objend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_data_org,0x80067520,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_data_orgend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_data_size,0x000004C0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_dtors_obj,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_dtors_objend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_dtors_org,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_dtors_orgend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_dtors_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_obj,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_objend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_org,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_orgend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_rdata_obj,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_rdata_objend,0x80066F70,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_rdata_org,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_rdata_orgend,0x80066F70,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_rdata_size,0x00000030,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sbss_obj,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sbss_objend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sbss_org,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sbss_orgend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sbss_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sdata_obj,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sdata_objend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sdata_org,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sdata_orgend,0x800679E0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_sdata_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_size,0x00000AA0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_text_obj,0x80066F70,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_text_objend,0x80067520,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_text_org,0x80066F70,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_text_orgend,0x80067520,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_balls_text_size,0x000005B0,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_boot,0x80011DBC,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
_bss_obj,0x80129500,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_bss_objend,0x801A5AE8,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_bss_org,0x80129500,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_bss_orgend,0x801A5AE8,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_bss_size,0x0007C5E8,6,9,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_ctype_,0x8001E910,4,8,audio;cdrom;graphics,20,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
_err_math,0x80121884,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
_patch_gte,0x80016F8C,4,9,cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_patch_pad,0x8012044C,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_putchar,0x80107B34,4,5,audio;cdrom;graphics,12,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
_putchar_flash,0x80107C30,4,5,audio;cdrom;graphics,12,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
_qin,0x800197B8,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_qlog,0x800197A8,4,9,audio;cdrom;graphics;module;ui,20,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_qout,0x800197BC,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_que,0x80023054,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_ramsize,0x8001E90C,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_rcube_bss_obj,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_bss_objend,0x8008966C,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_bss_org,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_bss_orgend,0x8008966C,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_bss_size,0x00021184,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_ctors_obj,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_ctors_objend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_ctors_org,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_ctors_orgend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_ctors_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_data_obj,0x80068178,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_data_objend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_data_org,0x80068178,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_data_orgend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_data_size,0x00000370,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_dtors_obj,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_dtors_objend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_dtors_org,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_dtors_orgend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_dtors_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_obj,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_objend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_org,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_orgend,0x80089670,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_rdata_obj,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_rdata_objend,0x80066F76,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_rdata_org,0x80066F40,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_rdata_orgend,0x80066F76,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_rdata_size,0x00000036,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sbss_obj,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sbss_objend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sbss_org,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sbss_orgend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sbss_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sdata_obj,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sdata_objend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sdata_org,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sdata_orgend,0x800684E8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_sdata_size,0x00000000,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_size,0x00022730,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_text_obj,0x80066F78,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_text_objend,0x80068178,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_text_org,0x80066F78,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_text_orgend,0x80068178,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_rcube_text_size,0x00001200,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_remove_ChgclrPAD,0x80120594,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_send_pad,0x801204F0,4,7,audio;cdrom;graphics;module;ui,16,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
_snd_ev_flag,0x80045EFC,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_snd_openflag,0x80045F2C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_snd_seq_s_max,0x8004818C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_snd_seq_t_max,0x80048190,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_snd_seq_tick_env,0x8003EBE8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spad_obj,0x1F800000,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_objend,0x1F800008,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_org,0x8001DB30,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_orgend,0x8001DB38,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_size,0x00000008,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_text_obj,0x1F800000,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_text_objend,0x1F800008,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_text_org,0x8001DB30,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_text_orgend,0x8001DB38,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spad_text_size,0x00000008,2,1,unknown,2,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
_spu_2pitch,0x800178FC,2,3,audio;cdrom;module;ui,6,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_AllocBlockNum,0x8001E4C0,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_AllocLastNum,0x8001E4C4,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_EVdma,0x8001DFF8,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_FgetRXXa,0x800137E4,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_FiDMA,0x800131EC,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_Fr,0x800138E4,2,3,audio;cdrom;module;ui,6,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_Fr_,0x80013520,2,3,audio;cdrom;module;ui,6,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_FsetPCR,0x80013820,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_FsetRXX,0x800136F8,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_FsetRXXa,0x80013740,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_Fw,0x8001385C,2,3,audio;cdrom;module;ui,6,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_Fw1ts,0x80013B2C,2,3,audio;cdrom;module;ui,6,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_IRQCallback,0x8001E4A0,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_RQ,0x800232B0,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_RQmask,0x8001E028,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_RQvoice,0x8001E024,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_RXX,0x8001E464,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_addrMode,0x8001E484,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_env,0x8001E45C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_gcSPU,0x80019438,2,6,audio;cdrom;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_getInTransfer,0x80018CD0,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_inTransfer,0x8001E498,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_init,0x80012D8C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_isCalled,0x8001E460,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_keystat,0x8001DFFC,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_memList,0x8001E4C8,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_mem_mode,0x8001E488,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_mem_mode_plus,0x8001E48C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_mem_mode_unit,0x8001E490,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_mem_mode_unitM,0x8001E494,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_note2pitch,0x8001798C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
_spu_pitch2note,0x80017AC8,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
_spu_r_,0x800132BC,2,4,audio;cdrom;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_read,0x80013690,2,4,audio;cdrom;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_attr,0x8001E010,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_flag,0x8001E004,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_offsetaddr,0x8001E00C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_param,0x8001E51C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_reserve_wa,0x8001E008,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_startaddr,0x8001E4CC,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_rev_workareasize,0x8001E4F4,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_setInTransfer,0x80018CA4,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_setReverbAttr,0x80018578,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
_spu_t,0x80013378,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_transMode,0x8001E480,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_trans_mode,0x8001E000,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_transferCallback,0x8001E49C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_tsa,0x8001E47C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_voice_centerNote,0x8001E02C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_write,0x80013608,2,4,audio;cdrom;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_spu_zerobuf,0x8001E05C,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_ss_score,0x8004790C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_stacksize,0x8001E908,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
_svm_auto_kof_mode,0x800460EC,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_brr_start_addr,0x80048230,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_cur,0x80045F34,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_damper,0x80045DB8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_envx_hist,0x80048270,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_envx_ptr,0x800460F0,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_okof1,0x800482B0,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_okof2,0x800482B4,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_okon1,0x80045768,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_okon2,0x8004576C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_orev1,0x80045770,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_orev2,0x80045774,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_pg,0x80045F08,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_rattr,0x80045CF0,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_sreg,0x8003EC18,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_sreg_buf,0x80045F64,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_sreg_dirty,0x80045D10,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_stereo_mono,0x80045EF8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_tn,0x80045F18,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_count,0x800481E8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_pg,0x80045D34,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_start,0x800481EC,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_tn,0x80045DBC,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_total,0x800481A8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_used,0x80045F54,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vab_vh,0x80045D78,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vg,0x80045F0C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_vh,0x80045F10,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_svm_voice,0x80045810,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
_text_obj,0x80010000,16,2,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_text_objend,0x801294FC,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_text_org,0x80010000,16,2,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_text_orgend,0x801294FC,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
_text_size,0x000294FC,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/opm/launcher/launch.map
all_voices,0x8001E978,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
allocCube,0x80065488,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
alt_background,0x800114F4,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
ang,0x8001E998,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
appData,0x80016120,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
autoDemo,0x801013E8,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
back_b,0x80066874,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
back_g,0x80066878,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
back_r,0x8006687C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
bootTimeOut,0x80014F4C,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
bs_curt,0x80045F14,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
buffer1,0x800255C8,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
buffer2,0x800255F0,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
c_disp,0x80016080,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
c_draw,0x80016020,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
calc_chrome_uvs,0x800111AC,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
callback,0x80011E60,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
cb_read,0x80012608,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
cd_setloc,0x8001270C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
cdb,0x80020D00,2,2,cdrom;graphics,4,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
centre_point,0x80012628,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
